54925 0.96 2 0.00129165 -0.124414 0.515348
55475 0.97 0 0.442039 -0.53727 0.976821
55475 0.97 1 3.27625e-07 -0.394282 0.596161
55475 0.97 2 0.00129165 -0.126301 0.509418
56025 0.98 0 0.442039 -0.536786 0.978966
56025 0.98 1 3.27519e-07 -0.411558 0.617299
56025 0.98 2 0.00129165 -0.12821 0.503442
56575 0.99 0 0.442039 -0.536274 0.98112
56575 0.99 1 3.2769e-07 -0.427338 0.638724
56575 0.99 2 0.00129165 -0.130139 0.497424
57125 1 0 0.442039 -0.535736 0.983282
57125 1 1 3.27745e-07 -0.440735 0.659539
57125 1 2 0.00129165 -0.132088 0.491364
